,,total_passengers,total_passengers,total_passengers,total_passengers,total_passengers,total_passengers,total_passengers,total_passengers,avg_price,avg_price,avg_price,avg_price,avg_price,avg_price,avg_price,avg_price
,,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
origin_state,destination,,,,,,,,,,,,,,,,
IA,"Denver, CO",12.0,481.1666666666667,267.9202165276865,159.0,246.75,397.0,756.25,828.0,12.0,201.9598449526343,29.662127121123323,163.7499245169082,178.62455761339208,197.882550839788,222.8128062570675,249.19178082191783
IA,"Fort Myers, FL",1.0,97.0,,97.0,97.0,97.0,97.0,97.0,1.0,274.6144578313253,,274.6144578313253,274.6144578313253,274.6144578313253,274.6144578313253,274.6144578313253
IA,"Houston, TX",1.0,447.0,,447.0,447.0,447.0,447.0,447.0,1.0,218.5291188568954,,218.5291188568954,218.5291188568954,218.5291188568954,218.5291188568954,218.5291188568954
IA,"Las Vegas, NV",30.0,1171.5,610.4411491304662,155.0,677.5,1376.5,1596.25,2131.0,30.0,232.33053273166567,35.266720843063986,173.95559368565546,211.1586851760095,224.59561528490116,251.42542086330764,306.5882352941177
IA,"Los Angeles, CA (Metropolitan Area)",29.0,787.3448275862069,252.69692121224543,282.0,657.0,798.0,988.0,1105.0,29.0,337.26096433580994,55.57211378959507,240.2525252525253,291.4721518987342,344.17841305036427,366.35342707442254,455.3248567565828
IA,"Miami, FL (Metropolitan Area)",12.0,178.66666666666666,46.71253157409269,97.0,154.0,164.5,208.75,265.0,12.0,304.8004903277189,47.83694570976337,242.17777777777775,254.8655303030303,316.3077258838935,343.96165966386553,371.59259259259255
IA,"Minneapolis/St. Paul, MN",1.0,403.0,,403.0,403.0,403.0,403.0,403.0,1.0,382.0354114971051,,382.0354114971051,382.0354114971051,382.0354114971051,382.0354114971051,382.0354114971051
IA,"New York City, NY (Metropolitan Area)",30.0,763.0666666666667,258.5915342952963,184.0,600.0,794.0,921.75,1217.0,30.0,381.59720508368287,80.30892021152745,254.02011435223227,338.97790045344726,367.62502501893323,403.5977356447914,568.5288358369098
IA,"Orlando, FL",27.0,311.0,207.4849392124643,148.0,180.0,245.0,321.0,956.0,27.0,269.31084123959573,38.627141783165584,194.90765315681008,245.87234910564808,265.198347107438,278.3463198546116,362.79245283018867
IA,"Phoenix, AZ",29.0,1466.2413793103449,816.0390683562546,130.0,997.0,1498.0,1922.0,3116.0,29.0,261.8441757618948,38.361225500393104,186.85429443219238,235.98421059460017,266.8582422823448,291.3987441130298,325.52912654050783
IA,"Punta Gorda, FL",4.0,314.0,78.54934754662193,232.0,266.5,304.5,352.0,415.0,4.0,142.8091451465692,13.9012402890083,123.54725568942436,137.75837655875938,146.08792326146255,151.13869184927236,155.51347837392734
IA,"San Francisco, CA (Metropolitan Area)",10.0,253.1,146.82147133319583,130.0,169.0,174.5,332.25,538.0,10.0,375.021747153105,51.82069131064538,289.9440096327513,347.1515939298264,366.48468910705935,399.5386834898279,485.9791666666667
IA,"Sanford, FL",2.0,120.5,45.96194077712559,88.0,104.25,120.5,136.75,153.0,2.0,156.5868017524644,50.53180229124523,120.85542168674698,138.7211117196057,156.5868017524644,174.4524917853231,192.3181818181818
IA,"Tampa, FL (Metropolitan Area)",15.0,291.73333333333335,219.10058572871654,161.0,186.5,189.0,212.5,853.0,15.0,210.9307030593831,25.909547129907562,165.0862837045721,194.59343434343435,225.72602739726028,228.80790784557905,239.65714285714287
IA,"Washington, DC (Metropolitan Area)",30.0,810.9666666666667,252.81183998535673,263.0,672.25,805.0,1026.5,1207.0,30.0,335.87989212652224,50.87480946508551,260.7715770294892,301.93671187158833,326.063536892397,368.22642228657423,455.0717541070482
ID,"Chicago, IL",14.0,265.7142857142857,169.57296073073977,78.0,163.25,211.0,264.5,729.0,14.0,368.0976398631647,89.22932180629277,245.31645569620252,303.6458831142971,378.30197684293375,408.49271162627326,525.62
ID,"Dallas/Fort Worth, TX",9.0,622.5555555555555,312.6855893350024,181.0,435.0,625.0,880.0,1029.0,9.0,329.7443994357733,35.28502116834888,267.2098641640685,300.7045831514622,335.02979227405245,352.44,384.0512820512821
ID,"Denver, CO",30.0,1095.7333333333333,371.17455075265707,292.0,804.0,1076.5,1289.5,1823.0,30.0,291.5552847591224,86.21183132345408,193.3523820192354,228.74106585191004,271.31968239406694,303.173490302297,496.1393328259766
ID,"Las Vegas, NV",30.0,1146.6666666666667,316.0345172476482,553.0,984.5,1106.5,1270.0,1956.0,30.0,195.62925266769756,21.2031548966383,138.14617239300784,183.3674097189102,195.68466816985375,209.04309443471504,245.00903944755643
ID,"Los Angeles, CA (Metropolitan Area)",30.0,2317.9666666666667,851.6312332642952,1660.0,1770.75,1924.0,2440.5,4617.0,30.0,242.42337057901938,34.86774633599885,172.4115541194023,222.42601996241234,243.98392017559908,265.01382295957023,314.03496760483495
ID,"Minneapolis/St. Paul, MN",1.0,72.0,,72.0,72.0,72.0,72.0,72.0,1.0,255.07594936708858,,255.07594936708858,255.07594936708858,255.07594936708858,255.07594936708858,255.07594936708858
ID,"New York City, NY (Metropolitan Area)",1.0,181.0,,181.0,181.0,181.0,181.0,181.0,1.0,302.7710843373494,,302.7710843373494,302.7710843373494,302.7710843373494,302.7710843373494,302.7710843373494
ID,"Orlando, FL",4.0,194.75,89.70460783408323,91.0,148.0,191.5,238.25,305.0,4.0,280.14863982519904,50.22306386522175,246.44921983014024,247.87812774234516,260.3893364019946,292.65984848484845,353.3666666666666
ID,"Phoenix, AZ",30.0,1276.3333333333333,459.4984021835064,770.0,1010.0,1142.0,1344.25,2477.0,30.0,237.5676657520705,29.766909948140917,171.7600556563668,216.12700252726052,242.58513070098113,263.2068996943659,279.33515279241306
ID,"Portland, OR",30.0,1896.2,520.6017340705287,832.0,1577.0,1969.5,2209.75,2860.0,30.0,176.55460992917622,22.349496174878432,140.4364912864913,156.45490820617275,181.42057117629585,193.1465640934934,209.52471750094838
ID,"Reno, NV",10.0,231.2,145.46538343460887,141.0,164.0,168.5,199.25,606.0,10.0,141.90109878625415,8.120282525210833,130.3469387755102,134.62745098039215,142.25297619047618,147.86377683799606,155.27746741154564
ID,"Sacramento, CA",11.0,1015.1818181818181,423.85299767297107,162.0,839.0,1033.0,1265.5,1612.0,11.0,178.65433683179717,13.16968099726613,164.34276277017116,170.0419967692843,177.5186147186147,182.39592095715258,212.05714285714288
ID,"Salt Lake City, UT",27.0,765.8518518518518,400.7938952114247,89.0,461.0,824.0,959.5,1545.0,27.0,207.37220288252618,53.40139633521955,147.7297167656464,163.93704084801473,176.87521251275075,260.3008920658409,318.12857142857143
ID,"San Diego, CA",21.0,809.952380952381,544.2575195797001,122.0,306.0,811.0,1237.0,1658.0,21.0,226.84365716081126,30.814468370232603,179.93035555913886,201.9765509641873,221.30523435033007,250.6607142857143,287.6151829871415
ID,"San Francisco, CA (Metropolitan Area)",30.0,1799.9,460.73736628328203,1092.0,1515.75,1784.0,1995.0,2774.0,30.0,248.0209706902506,34.810509309975146,168.0930680974395,240.79647813326133,250.78141271197654,269.08754648191615,297.61847205514505
ID,"Seattle, WA",30.0,2656.133333333333,705.1748491091354,1230.0,2414.0,2766.5,3253.75,3705.0,30.0,169.63020919749866,19.267809496100693,141.10867405178828,152.8206592499172,169.3082835920394,183.99752064215332,203.69080284552845
ID,"Spokane, WA",30.0,1128.0333333333333,364.4326231028298,247.0,975.75,1178.5,1355.0,1727.0,30.0,157.1685908856389,21.763630097781277,132.54776439363005,138.42821632215737,150.64458469107382,179.83557837945241,195.24723538704583
ID,"Washington, DC (Metropolitan Area)",13.0,277.61538461538464,102.89277465849133,107.0,202.0,324.0,365.0,411.0,13.0,405.53819816982184,38.947914174018614,293.2302141251626,406.9821428571428,418.77922077922074,425.3880597014925,439.2955918367347
IL,"Cincinnati, OH",30.0,1938.2,670.1893916570563,779.0,1480.5,1904.5,2271.0,3436.0,30.0,356.3853365518978,118.74791683377603,181.79436220441005,221.22606656734226,389.7713655249184,452.80477535106553,554.5952887411715
IL,"Cleveland, OH (Metropolitan Area)",30.0,5333.066666666667,1690.5997085982958,1192.0,4830.0,5234.5,6803.75,7736.0,30.0,210.14472705028112,29.479340664414877,165.0449528792059,190.2689724336513,205.00548751778294,232.39492440301507,264.56637911203126
IL,"Colorado Springs, CO",17.0,615.2941176470588,509.95634184529496,168.0,257.0,520.0,771.0,2155.0,17.0,305.21926110360647,81.81508360575768,188.77634504961998,237.8815103040784,301.560106165782,353.2341565948502,441.9447659487039
IL,"Columbia, SC",1.0,497.0,,497.0,497.0,497.0,497.0,497.0,1.0,290.0236418511066,,290.0236418511066,290.0236418511066,290.0236418511066,290.0236418511066,290.0236418511066
IL,"Columbus, OH",30.0,4131.833333333333,1103.2954737054124,1096.0,3861.25,4445.5,4606.5,5901.0,30.0,208.99486424605553,25.34109202540835,166.62035906925468,194.38286292790497,210.81735738435935,228.1763438594158,251.71882269320238
IL,"Dallas/Fort Worth, TX",30.0,12313.0,2920.489755810334,5641.0,10162.75,11845.0,14986.25,17414.0,30.0,316.4485559222621,100.47751508150587,175.73000223426948,237.84037450013128,298.4418086764987,358.85383844842283,537.1578514164081
IL,"Dayton, OH",12.0,913.8333333333334,250.19259248293773,359.0,795.0,914.5,1087.25,1244.0,12.0,305.1408473228791,101.50915580137327,195.67822991822993,206.33421430455218,291.9506678316234,397.20381446200247,443.4436156835849
IL,"Denver, CO",30.0,11196.766666666666,2469.9923870234948,4973.0,9701.75,10877.5,13113.25,15214.0,30.0,260.8426411401721,52.76333944607665,173.24636052563477,237.13686190340877,242.0231525401614,292.4672543036893,377.4958172885407
IL,"Des Moines, IA",27.0,814.6666666666666,334.4003818547691,182.0,614.0,913.0,1048.5,1183.0,27.0,320.06068089630384,73.2511062724975,202.3763440860215,260.6848662545764,322.1212121212121,374.9742019935253,469.0085513078471
IL,"Detroit, MI",30.0,6365.833333333333,2491.024897553191,1368.0,5219.5,5939.0,8376.75,10453.0,30.0,205.7120895332684,26.818565275933768,164.68384505361757,187.39023213285637,203.91778744950875,220.79216073103575,266.2515180943451
IL,"Eagle, CO",11.0,158.0909090909091,24.98581415705538,104.0,150.5,159.0,170.0,203.0,11.0,364.921383928499,42.103922174197635,277.27710843373495,354.6282003710575,366.3666666666667,381.61629798308394,427.9019607843137
IL,"El Paso, TX",30.0,918.9333333333333,201.59791551558735,221.0,848.5,976.0,1040.0,1205.0,30.0,339.372666020098,52.35745075961772,252.535464657728,308.51909912996723,336.5359105420674,365.97076361320825,453.2787245976615
IL,"Fayetteville, AR",19.0,426.2631578947368,252.2861783559965,154.0,175.0,363.0,648.0,790.0,19.0,417.4908522931959,101.08237684168105,245.34745832306808,339.41540084388186,447.4882708245539,498.8738970735018,534.5694444444445
IL,"Fort Myers, FL",30.0,5931.066666666667,1535.131353097958,3200.0,4604.25,6496.5,6978.75,8120.0,30.0,257.0512820367134,30.697208556335596,204.62896423143812,233.38773031728053,255.5753599649952,276.69475177780726,319.51458851391357
IL,"Fresno, CA",2.0,225.5,34.64823227814083,201.0,213.25,225.5,237.75,250.0,2.0,271.7964762274906,18.127363426391884,258.9784946236559,265.38748542557323,271.7964762274906,278.20546702940794,284.6144578313253
IL,"Grand Rapids, MI",4.0,292.5,171.96220514985262,122.0,155.75,300.5,437.25,447.0,4.0,420.187678823942,22.454706450285254,399.7647058823529,409.2856060007896,414.4200880400408,425.3221608631932,452.14583333333337
IL,"Greensboro/High Point, NC",20.0,682.6,295.58584112518685,182.0,463.75,814.0,861.75,1116.0,20.0,363.8115134075196,92.37469458346612,228.77580198373693,319.43213597738065,347.33366610757207,409.85184380571127,568.2561249438651
IL,"Greenville/Spartanburg, SC",23.0,718.0434782608696,312.8386860320521,181.0,464.5,761.0,928.0,1229.0,23.0,297.57589186268893,49.17898981077953,228.4195911615266,255.4129932757183,291.11602144133417,339.28015426918455,385.71428571428567
IL,"Harrisburg, PA",26.0,628.6538461538462,250.4475900954437,166.0,496.0,724.0,811.0,935.0,26.0,385.172414653597,74.08662368886975,246.0282452056313,347.8602162192142,378.4447004319471,421.6866654149799,558.7812491290655
IL,"Hartford, CT",30.0,2911.6666666666665,846.1510557786962,668.0,2577.5,2755.0,3645.25,4383.0,30.0,332.8431949232684,91.55499708856927,228.61714563192513,271.22959653599384,298.51494116883,356.5840353402965,593.6640507399577
IL,"Houston, TX",30.0,8599.933333333332,2070.808103687749,3843.0,7009.25,8393.0,10383.0,13027.0,30.0,290.71525425509185,55.27195281020403,176.0570679768033,260.70503752132566,286.08248631401943,331.809073762742,373.12657751918204
IL,"Indianapolis, IN",27.0,1579.037037037037,861.2558576994716,201.0,1083.5,1391.0,1959.0,3282.0,27.0,208.39235677129346,46.399228038166456,147.93167635658918,175.512103366533,195.76877831831882,233.67064295067104,361.91797618603255
IL,"Jackson, WY",1.0,122.0,,122.0,122.0,122.0,122.0,122.0,1.0,315.2911392405063,,315.2911392405063,315.2911392405063,315.2911392405063,315.2911392405063,315.2911392405063
IL,"Jackson/Vicksburg, MS",17.0,734.1176470588235,178.66025101884762,394.0,559.0,776.0,897.0,992.0,17.0,263.2639272545847,16.794995058982053,242.68260198456446,249.51838806588623,261.0635570349046,278.41083630421866,292.13847185678173
IL,"Jacksonville, FL",30.0,2036.1333333333334,479.22730430913714,1031.0,1782.0,2121.0,2375.5,2754.0,30.0,290.3873808390032,31.021357113902827,225.46580068509127,270.4290483626808,287.164233441772,316.3300711217657,343.56577464788734
IL,"Kalispell, MT",1.0,79.0,,79.0,79.0,79.0,79.0,79.0,1.0,288.3164556962025,,288.3164556962025,288.3164556962025,288.3164556962025,288.3164556962025,288.3164556962025
IL,"Kansas City, MO",30.0,5899.966666666666,1616.0929574521501,1500.0,5648.25,6005.0,6897.5,8422.0,30.0,202.64234044883148,32.41973691380189,157.69464925124308,173.70357172531584,197.23671734575674,235.62347980226252,257.152416444007
IL,"Key West, FL",4.0,243.75,40.73798391346009,217.0,220.0,227.0,250.75,304.0,4.0,341.6595975108568,15.77465349037098,325.14426125554854,330.5436410714629,340.8772727272727,351.9932291666667,359.73958333333337
IL,"Knoxville, TN",26.0,639.5,224.45440516951322,188.0,551.5,621.0,714.0,1323.0,26.0,330.6548890005398,55.56804036889524,206.52314986819528,312.5353390193196,343.86699895980666,363.0451912168914,435.63813585135546
IL,"Las Vegas, NV",30.0,13114.833333333334,2976.956755310447,5220.0,12021.75,13829.0,15045.5,17816.0,30.0,263.1397421625832,31.59665491609814,211.2757456714681,239.86100767382308,259.2485596495243,286.4325543420914,326.51926972974985
IL,"Lexington, KY",4.0,226.0,157.29166114790277,132.0,141.75,155.5,239.75,461.0,4.0,268.0119809789426,34.48285859395169,216.63333333333333,265.1583333333333,282.391156462585,285.2448041081942,290.63227765726685
IL,"Lincoln, NE",1.0,139.0,,139.0,139.0,139.0,139.0,139.0,1.0,205.33333333333337,,205.33333333333337,205.33333333333337,205.33333333333337,205.33333333333337,205.33333333333337
IL,"Little Rock, AR",24.0,1053.8333333333333,286.6759519898301,236.0,956.75,1026.5,1265.5,1514.0,24.0,270.4710305094934,35.93034951654588,215.22040125495377,248.52685267517427,258.4664564568071,304.22316431642736,340.5397492434069
IL,"Los Angeles, CA (Metropolitan Area)",30.0,21479.666666666668,4513.316552032505,9683.0,18902.0,22100.5,24174.5,28732.0,30.0,345.4110966795413,81.91833895988232,233.6303831457193,293.05180882633715,326.1988262471527,353.4692392499298,528.3054099621182
IL,"Louisville, KY",30.0,1872.0666666666666,558.061171615055,451.0,1688.25,2040.0,2252.75,2633.0,30.0,196.05411005223206,28.0087754498061,149.39464672735156,170.754884525249,205.35727535437897,218.7651914192104,239.45406906292382
IL,"Memphis, TN",30.0,1634.9333333333334,386.5523057200296,780.0,1351.25,1698.5,1949.5,2255.0,30.0,325.28729625748997,82.05270840148621,179.23949354386895,255.70671504954396,339.5137121536513,394.8779936016354,459.7647377725398
IL,"Miami, FL (Metropolitan Area)",30.0,13903.633333333333,2978.2761906539313,7404.0,12253.25,13383.5,15567.75,19249.0,30.0,263.4780297334854,50.205508495767575,171.50658347396228,230.12456895414397,251.46065993523553,289.8504073960539,360.1185456556301
IL,"Minneapolis/St. Paul, MN",30.0,10396.4,2453.226891119194,3142.0,9989.25,11211.5,11756.0,13205.0,30.0,240.1700919768515,69.93704825042376,158.00333078928676,188.75061590920345,211.552340909317,280.93483356901766,395.33338562091507
IL,"Myrtle Beach, SC",28.0,632.3571428571429,334.41803671516175,28.0,460.5,548.0,845.5,1764.0,28.0,196.08475056195292,35.37194481975426,150.37598670544247,172.61638741442536,183.0526765788482,218.0513289054764,302.93548387096774
IL,"Nashville, TN",30.0,4627.633333333333,1030.4879822730566,1701.0,4245.0,4668.0,5270.0,6875.0,30.0,205.47949427134714,35.21509936086235,160.50701145235857,181.75483530279763,191.8785585158712,223.22034882359765,280.3169009708738
IL,"New Orleans, LA",30.0,3555.4,1021.5604898794583,1633.0,2900.25,3240.0,4522.0,5489.0,30.0,267.1478469153293,44.68891468247589,171.25409567263137,230.50860272326946,271.13404890328354,301.9580584283763,349.2683307642584
IL,"New York City, NY (Metropolitan Area)",30.0,34665.76666666667,8016.224378627743,10212.0,31147.0,35170.5,38804.75,46520.0,30.0,296.6528609445183,83.47994210643294,205.46635668117665,240.42487809594206,266.1283573412567,323.25136118614716,477.6774318589967
IL,"Norfolk, VA (Metropolitan Area)",30.0,1472.2666666666667,352.08873620284925,724.0,1178.5,1473.0,1779.5,2028.0,30.0,290.28907862021543,68.77059361552222,200.9948610418851,244.66669060284931,264.3633297619242,322.22372391345544,437.12399475609993
IL,"Oklahoma City, OK",30.0,1109.2666666666667,228.13017054445842,480.0,1044.25,1147.0,1237.5,1519.0,30.0,290.71866793970014,34.35077909097015,211.10667194092827,261.7198663333989,301.44781336040063,313.02733006721917,353.2394819466249
IL,"Omaha, NE",30.0,2605.733333333333,756.4157283022271,696.0,2130.75,2701.0,2922.25,4001.0,30.0,207.4889129468315,25.78355020883384,164.8960947133335,186.10612132003843,211.89049345168303,226.0166904525057,253.42391244153788
IL,"Orlando, FL",30.0,13631.4,2901.192675078826,5444.0,11951.75,13531.5,15593.75,19003.0,30.0,230.46251852891106,33.20671397375839,172.69758784052667,206.03352390086965,225.85453934050005,246.54266303716565,305.74681145085066
IL,"Palm Springs, CA",30.0,516.6,237.58404683468297,212.0,376.75,445.0,583.5,1099.0,30.0,419.64147723237454,57.03638436575304,340.2330800306099,381.8817009960484,404.8145521429773,448.0505487374404,553.8230257417104
IL,"Panama City, FL",2.0,272.0,5.656854249492381,268.0,270.0,272.0,274.0,276.0,2.0,221.43928472823904,3.078568818516601,219.2624078403165,220.3508462842778,221.43928472823904,222.52772317220033,223.6161616161616
IL,"Pensacola, FL",15.0,587.4,316.6013265922934,170.0,327.5,565.0,731.0,1235.0,15.0,270.4817627665226,35.18937945005074,217.65889299773352,245.77730033124772,263.85877478543944,299.32389794982646,332.91504892676767
